Name	Direction	TU_start	TU_end	Genes
asnC	-	3926545.0	3927031.0	asnC
asnC-mioC	-	3926012.0	3927031.0	mioC,asnC
asnC-mioC-mnmG	-	3923705.0	3927031.0	mnmG,mioC,asnC
asnS	-	987392.0	989044.0	asnS
asnT	+	2044541.0	2044750.0	asnT
asnU	+	2059845.0	2059966.0	asnU
asnV	+	2062252.0	2062335.0	asnV
asnW	-	2057926.0	2058102.0	asnW
aspA	-	4366844.0	4368432.0	aspA
aspA-dcuA	-	4365472.0	4368432.0	dcuA,aspA
aspC	-	984519.0	985743.0	aspC
aspS	-	1948662.0	1950701.0	aspS
aspT	+	3946780.0	3946948.0	aspT
aspU	+	228898.0	229052.0	aspU
aspV	+	236913.0	237067.0	aspV
aspX	-	4366839.0	4366951.0	aspX
asr	+	1671327.0	1671720.0	asr
astCADBE	-	1825955.0	1832044.0	astE,astB,astD,astA,astC
atoDAEB	+	2323412.0	2327293.0	atoB,atoD,atoA,atoE
atoSC	+	2320043.0	2323251.0	atoC,atoS
atpBEFHAGDC	-	3915508.0	3922270.0	atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB
atpIBEFHAGDC	-	3915508.0	3922525.0	atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB,atpI
avtA	+	3739674.0	3740958.0	avtA
azoR	-	1482255.0	1482904.0	azoR
azuCR	-	1987843.0	1988001.0	azuR,azuC
bacA	-	3203310.0	3204175.0	bacA
baeSR	+	2162876.0	2164998.0	baeS,baeR
bamA	+	197821.0	200360.0	bamA
bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	+	197026.0	208608.0	dnaE,rnhB,lpxB,lpxA,fabZ,lpxD,skp,bamA
bamB-der	-	2635884.0	2638975.0	der,bamB
bamC	-	2597803.0	2599014.0	bamC
bamD	+	2735961.0	2736883.0	bamD
bamE	+	2753486.0	2753946.0	bamE
barA	+	2915057.0	2917813.0	barA
basRS	-	4332181.0	4333950.0	basS,basR
bax	-	3736353.0	3737221.0	bax,baxL
bcp	+	2600437.0	2600948.0	bcp
bcr	-	2278570.0	2279760.0	bcr
bcsABZC	-	3685700.0	3695236.0	bcsC,bcsZ,bcsB,bcsA
bcsBZ	-	3689155.0	3692673.0	bcsZ,bcsB
bcsEFG	+	3696443.0	3699893.0	bcsG,bcsF,bcsE
bcsQ	-	3695233.0	3695985.0	bcsQ
bdcA	-	4473340.0	4474064.0	bdcA
bdcR	+	4474096.0	4474717.0	bdcR,b4250
bdm-sra	-	1555826.0	1556340.0	sra,bdm
bepA-yfgD	+	2616026.0	2617937.0	yfgD,bepA
betIBA	-	325577.0	329361.0	betA,betB,betI
betT	+	329421.0	331496.0	betT
bfd-bfr	-	3466249.0	3466991.0	bfd,bfr
bglA	+	3043662.0	3045101.0	bglA
bglG	-	3905636.0	3906717.0	bglG
bglGFB	-	3902249.0	3906697.0	bglB,bglF,bglG
bglH-yieLK	-	3898671.0	3902220.0	bglH,yieL,yieK
bglX	-	2219660.0	2222120.0	bglX
bhsA	+	1169019.0	1169330.0	bhsA
bioA	-	807968.0	809292.0	bioA
bioBFCD	+	809302.0	812947.0	bioB,bioF,bioC,bioD
bioH	-	3544074.0	3544858.0	bioH
bioP	+	4011076.0	4011975.0	bioP
bipA	+	4058407.0	4060230.0	bipA
bisC	-	3714061.0	3716484.0	bisC
blc	-	4377189.0	4377745.0	blc
blr	+	1704512.0	1704676.0	blr
bluF	-	1214264.0	1215506.0	bluF
bluR	-	1213328.0	1214113.0	bluR
bolA	+	454349.0	454865.0	bolA
borD	-	578600.0	578921.0	borD
brnQ-proY	+	419488.0	422359.0	proY,brnQ
bsmA	-	4416441.0	4416869.0	bsmA
bssR	+	878246.0	878631.0	bssR
bssS	-	1120701.0	1121058.0	bssS
btsSR	-	2212243.0	2214644.0	btsS,btsR
btsT	-	4589129.0	4591367.0	btsT
btuB-murI	+	4163399.0	4166285.0	murI,btuB
btuCED	-	1792809.0	1795152.0	btuD,btuE,btuC
btuD	-	1792809.0	1793583.0	btuD
btuE	-	1793558.0	1794129.0	btuE
cadA	-	4356470.0	4358647.0	cadA
cadBA	-	4356470.0	4360106.0	cadA,cadB
cadC	-	4360396.0	4361963.0	cadC
caiCDE	-	34781.0	37854.0	caiE,caiD,caiC
caiF	+	34218.0	34695.0	caiF
caiTABCDE	-	34781.0	42037.0	caiE,caiD,caiC,caiB,caiA,caiT
can	-	142008.0	142703.0	can
carAB	+	29551.0	34120.0	carA,carB
carB	+	30775.0	34038.0	carB
cas3	-	2884553.0	2887249.0	cas3
casABCDE12	-	2878569.0	2884319.0	casA,casB,casC,casD,casE,cas1,cas2
casDE-ygbTF	-	2878569.0	2881078.0	cas2,cas1,casE,casD
cbl	-	2059964.0	2060941.0	cbl
cbpA-cbpM	-	1062550.0	1064037.0	cbpM,cbpA
cbpAM	-	1062550.0	1063833.0	cbpM,cbpA
cbrA	+	3869314.0	3870441.0	cbrA
cbrB	+	3897479.0	3897973.0	cbrB
cbrBC	+	3897506.0	3898609.0	cbrC,cbrB
cbrC	+	3898022.0	3898609.0	cbrC
ccmABCDEFGH	-	2291358.0	2297674.0	ccmH,ccmG,ccmF,ccmE,ccmD,ccmC,ccmB,ccmA
cdaR	+	182447.0	183620.0	cdaR
cdd	+	2231819.0	2232728.0	cdd
cdgI	+	1870385.0	1871860.0	cdgI
cdh	+	4109907.0	4110730.0	cdh
cdsA	+	195555.0	196534.0	cdsA
cecR-ybhGFSR	-	825002.0	830669.0	cecR,ybhG,ybhF,ybhS,ybhR
cedA	-	1813421.0	1813742.0	cedA
cfa	+	1741201.0	1742561.0	cfa
chaA	-	1270749.0	1271849.0	chaA
chaBC	+	1272119.0	1273202.0	chaB,chaC
chaC	+	1272422.0	1273202.0	chaC
chbBCARFG	-	1816386.0	1821726.0	chbG,chbF,chbR,chbA,chbC,chbB
chiA	-	3467160.0	3469896.0	chiA
chiQ	+	709790.0	710116.0	chiQ
chiX	+	507204.0	507287.0	chiX
chiZPQ	+	708236.0	710116.0	chiZ,chiQ,chiP
cho	+	1823492.0	1824402.0	cho
chpSB	+	4448402.0	4449042.0	chpS,chpB
cirA	-	2244778.0	2246942.0	cirA
citCDEFXG	-	646631.0	652039.0	citG,citX,citF,citE,citD,citC
citR-ybdNM	-	634747.0	637618.0	ybdM,ybdN,citR
citT	-	645117.0	646632.0	citT
clcA	+	175052.0	176528.0	clcA
clcB	+	1665315.0	1666571.0	clcB
clpA	+	923080.0	925540.0	clpA
clpB	-	2731557.0	2734205.0	clpB
clpPX	+	456577.0	458755.0	clpP,clpX
clpS	+	922751.0	923233.0	clpS
clpX-lon	+	457202.0	461242.0	lon,clpX
clsA-yciU	-	1306821.0	1308673.0	yciU,clsA
clsC	+	1106292.0	1107776.0	clsC
cmk-rpsA	+	961165.0	963716.0	rpsA,cmk
cmr	+	883569.0	884938.0	mdfA
cmtBA-yggPF-fumE-yggC	-	3073976.0	3079330.0	cmtB,cmtA,yggP,yggF,fumE,yggC
cnu	+	1704761.0	1705164.0	cnu
coaA	-	4174076.0	4175107.0	coaA
coaE-zapD-yacG	-	111649.0	113219.0	coaE,zapD,yacG
cobUST	-	2063388.0	2065972.0	cobT,cobS,cobU
codBA	+	354884.0	357454.0	codB,codA
cof	+	467412.0	468230.0	cof
comR	-	1168200.0	1168844.0	comR
copA	-	508875.0	511411.0	copA
corA	+	4001194.0	4002376.0	corA,ysgD
cpdB	-	4434622.0	4436629.0	cpdB
cpxPQ	+	4105785.0	4106387.0	cpxQ,cpxP
cpxRA	-	4103602.0	4105686.0	cpxA,cpxR
cra	+	87947.0	89032.0	cra
crcB	-	657555.0	657998.0	crcB
creABC	+	4635243.0	4638120.0	creC,creB,creA
creABCD	+	4635477.0	4639572.0	creA,creB,creC,creD
creD	+	4638160.0	4639572.0	creD
crp	+	3485953.0	3486792.0	crp
crr	+	2535480.0	2536380.0	crr
csdAE	+	2943337.0	2944985.0	csdE,csdA
csgA	+	1104236.0	1104902.0	csgA
csgBAC	+	1103859.0	1105293.0	csgC,csgB,csgA
csgC	+	1104931.0	1105293.0	csgC
csgDEFG	-	1100851.0	1103344.0	csgG,csgF,csgE,csgD
csiD-ygaF-gabDTP	+	2788927.0	2795653.0	gabP,gabT,gabD,lhgD,glaH
csiE	+	2665401.0	2666715.0	csiE
cspA	+	3719889.0	3720313.0	cspA
cspB	-	1641339.0	1641715.0	cspB
cspD	-	922366.0	922676.0	cspD
cspE	+	657147.0	657501.0	cspE
cspF	+	1641765.0	1642067.0	cspF
cspG	+	1051305.0	1051673.0	cspG
cspH	-	1050963.0	1051307.0	cspH
cspI	-	1638455.0	1638812.0	cspI
csrA	-	2818961.0	2819373.0	csrA
csrAp3 // csrA	-	2818961.0	2819273.0	csrA
csrB	-	2924156.0	2924524.0	csrB
csrC	+	4051036.0	4051281.0	csrC
csrD	-	3401392.0	3403425.0	csrD
cstA	+	629855.0	632091.0	cstA
cueO	+	137045.0	138633.0	cueO
cueR	+	513974.0	514400.0	cueR
curA	+	1519027.0	1520064.0	curA
cusCFBA	+	595573.0	601857.0	cusA,cusB,cusF,cusC
cusRS	-	593328.0	595462.0	cusS,cusR
cutA	-	4365018.0	4365392.0	cutA
cvpA-purF-ubiX	-	2428030.0	2430800.0	ubiX,purF,cvpA
cvrA	-	1240335.0	1242164.0	cvrA
cyaA	+	3990774.0	3993699.0	cyaA
cyaR	+	2167114.0	2167200.0	cyaR
cyaY	-	3993739.0	3994083.0	cyaY
cybB	+	1490766.0	1491432.0	cybB
cybC	+	4459488.0	4459855.0	cybC
cycA	+	4429780.0	4431276.0	cycA
cydAB	+	771170.0	774181.0	cydA,cydB
cydDC	-	927474.0	931031.0	cydC,cydD
cynR	-	357791.0	358709.0	cynR
cynTS	+	358773.0	360278.0	cynS,cynT
cynTSX	+	358773.0	361236.0	cynT,cynS,cynX
cyoABCDE	-	446815.0	451653.0	cyoE,cyoD,cyoC,cyoB,cyoA
cysB	+	1333788.0	1334874.0	cysB
cysDNC	-	2873234.0	2876368.0	cysC,cysN,cysD
cysE	-	3781741.0	3782681.0	cysE
cysG	+	3497754.0	3499201.0	cysG
cysH	-	2887578.0	2888342.0	cysH
cysJIH	-	2887578.0	2891964.0	cysH,cysI,cysJ
cysK	+	2532344.0	2533424.0	cysK
cysPUWAM	-	2538672.0	2543557.0	cysM,cysA,cysW,cysU,cysP
cysQ	+	4436755.0	4437495.0	cysQ
cysS	+	554577.0	555996.0	cysS
cysZ	+	2531383.0	2532224.0	cysZ
cytR	-	4123431.0	4124509.0	cytR
cyuPA	-	3255341.0	3258010.0	cyuP,cyuA
dacA	-	662752.0	664001.0	dacA
dacB	+	3328857.0	3330396.0	dacB
dacC	+	880653.0	881929.0	dacC
dacD	-	2081341.0	2082547.0	dacD
dadAX	+	1237509.0	1239949.0	dadX,dadA
dam-rpe-gph-trpS	-	3512634.0	3516252.0	trpS,gph,rpe,dam
damX-dam-rpe-gph-trpS	-	3512634.0	3517600.0	trpS,gph,rpe,dam,damX
dapA-nlpB	-	2597803.0	2599784.0	bamC,dapA
dapB	+	28288.0	29272.0	dapB
dapD	-	185090.0	185977.0	dapD
dapE-ypfN	+	2591560.0	2592962.0	ypfN,dapE
dauA	-	1259124.0	1260803.0	dauA
dcd	-	2141634.0	2142245.0	dcd
dcm-vsr	-	2030448.0	2032317.0	vsr,dcm
dcp	-	1625335.0	1627422.0	dcp
dcrB	+	3609767.0	3610512.0	dcrB
dctA	-	3682161.0	3683498.0	dctA
dcuA	-	4365472.0	4366843.0	dcuA
dcuB-fumB	-	4345631.0	4349091.0	fumB,dcuB
dcuC	-	654583.0	656083.0	dcuC
dcuD	+	3374583.0	3376236.0	dcuD
dcuR	-	4349315.0	4350565.0	dcuR
dcuSR	-	4349315.0	4351685.0	dcuR,dcuS
dcyD-tcyLN	-	1997062.0	1999508.0	dcyD,tcyL,tcyN
ddlA	-	399829.0	400923.0	ddlA
ddpXABCDF	-	1557112.0	1563249.0	ddpF,ddpD,ddpC,ddpB,ddpA,ddpX
deaD	-	3305971.0	3307909.0	deaD
decR	+	468352.0	468841.0	decR
def-fmt	+	3433650.0	3435161.0	def,fmt
degP	+	180845.0	182308.0	degP
degQ	+	3380698.0	3382178.0	degQ
degQS	+	3380654.0	3383267.0	degS,degQ
degS	+	3382173.0	3383316.0	degS
deoABD	+	4618199.0	4621602.0	deoD,deoB,deoA
deoBD	+	4619567.0	4621659.0	deoD,deoB
deoCABD	+	4616679.0	4621659.0	deoC,deoA,deoB,deoD
deoR	-	881976.0	882764.0	deoR
dfp	+	3812703.0	3813951.0	dfp
dgcF	-	1610907.0	1611854.0	dgcF
dgcJ	+	1872041.0	1873531.0	dgcJ
dgcQ	-	2026323.0	2028017.0	dgcQ
dgcZ	-	1622960.0	1623879.0	dgcZ
dgkA	+	4256457.0	4257005.0	dgkA
dgoRKADT	-	3870438.0	3875185.0	dgoR,dgoK,dgoA,dgoD,dgoT
dgt	+	179196.0	180754.0	dgt
dhaKLM	-	1247696.0	1250944.0	dhaM,dhaL,dhaK
dhaM	-	1247696.0	1249144.0	dhaM
dhaR	+	1251003.0	1252985.0	dhaR
diaA	+	3295809.0	3296399.0	diaA
dicA	+	1647934.0	1648341.0	dicA
dicB-ydfDE-insD-intQ	+	1649597.0	1652708.0	intQ,insD7,ydfE,ydfD,dicB
dicC-ydfXW	-	1647174.0	1647876.0	dicC,ydfX,ydfW
dicF	+	1649382.0	1649434.0	dicF
digH	-	1567504.0	1568823.0	digH
dinB-yafNOP	+	250880.0	253161.0	yafP,yafO,yafN,dinB
dinD	+	3817699.0	3818584.0	dinD
dinG-ybiB	+	833073.0	836210.0	ybiB,dinG
dinI	-	1121242.0	1121509.0	dinI
dinJ-yafQ	-	245961.0	246615.0	dinJ,yafQ
dinQ	-	3647652.0	3647982.0	dinQ
djlA	+	57268.0	58179.0	djlA
dkgAp // dkgA	+	3156571.0	3157450.0	dkgA
dkgB	+	229098.0	229970.0	dkgB
dksA-gluQ	-	159186.0	160751.0	gluQ,dksA
dksA-yadB	-	159186.0	160722.0	gluQ,dksA
dld	+	2222082.0	2223987.0	dld
dmlA	+	1881712.0	1882997.0	dmlA
dmlR	-	1880886.0	1881855.0	dmlR
dmsABC	+	940823.0	944896.0	dmsA,dmsB,dmsC
dmsC	+	943957.0	944896.0	dmsC
dnaAN-recF	-	3880148.0	3883961.0	recF,dnaN,dnaA
dnaB	+	4264283.0	4265729.0	dnaB
dnaKJ	+	12048.0	15298.0	tpke11,dnaK,dnaJ
dnaN-recF	-	3880148.0	3882733.0	recF,dnaN
dnaQ	+	235934.0	236798.0	dnaQ
dnaTC	-	4600139.0	4601615.0	dnaC,dnaT
dnaTC-yjjA	-	4599620.0	4601615.0	yjjA,dnaC,dnaT
dnaX	+	492056.0	494023.0	dnaX
dolP	+	3296072.0	3296984.0	dolP
dosCP	-	1563276.0	1567140.0	dosP,dosC
dpiBA	+	651984.0	654542.0	dpiA,dpiB
dppABCDF	-	3701864.0	3707870.0	dppF,dppD,dppC,dppB,dppA
dppBCDF	-	3701864.0	3705790.0	dppF,dppD,dppC,dppB
dps	-	848408.0	848950.0	dps
dsbA	+	4043377.0	4044044.0	dsbA
dsbB	-	1232500.0	1233147.0	dsbB
dsbC	-	3038112.0	3038834.0	dsbC
dsbC-recJ-prfB	-	3035184.0	3039633.0	prfB,recJ,dsbC
dsbD-yjdC	-	4362733.0	4365042.0	dsbD,dicD
dsbGp // dsbG	-	637827.0	638800.0	dsbG
dsdA	+	2479121.0	2480530.0	dsdA
dsdC	-	2476694.0	2477746.0	dsdC
dsdXA	+	2477821.0	2480530.0	dsdX,dsdA
dsrA	-	2025223.0	2025313.0	dsrA
dsrB	-	2024635.0	2024843.0	dsrB
dtpB	+	3640862.0	3642331.0	dtpB
dtpC	-	4354954.0	4356411.0	dtpC
dtpD	-	741075.0	742623.0	dtpD
dusA	+	4261600.0	4262706.0	dusA
dusB-fis	+	3410246.0	3411626.0	dusB,fis
dusC	-	2229438.0	2230395.0	dusC
dut-slmA	+	3813852.0	3815090.0	slmA,dut
dxr-uppS-cdsA	+	193338.0	196534.0	cdsA,ispU,dxr
eaeH-insE1EF1F1	+	314357.0	316453.0	insF1,insE1,insEF1,eaeH
eamA	-	1620238.0	1621137.0	eamA
ebgAC	+	3222551.0	3226171.0	ebgA,ebgC
ebgR	+	3221437.0	3222449.0	ebgR
ecnAB	+	4376317.0	4376699.0	ecnB,ecnA
ecnB	+	4376509.0	4376731.0	ecnB
eco	+	2303797.0	2304393.0	eco
ecpA	-	310084.0	310797.0	ecpA
ecpBCDE	-	304495.0	310119.0	ecpB,ecpC,ecpD,ecpE
ecpR	-	310746.0	311393.0	matA
eda	-	1932085.0	1933109.0	eda
edd-eda	-	1932085.0	1934713.0	eda,edd
efeOB	+	1082243.0	1084647.0	efeB,efeO
efeU	+	1081307.0	1082185.0	efeU
efp	+	4375567.0	4376265.0	efp
elaA	-	2381082.0	2381686.0	elaA
elaB	-	2380722.0	2381053.0	elaB
elaD	+	2382654.0	2383924.0	elaD
elbB-mtgA	-	3349081.0	3350459.0	elbB,mtgA
elfA	+	997814.0	998407.0	elfA
elfDCG-ycbUVF	+	998490.0	1004657.0	ycbF,ycbV,ycbU,elfG,elfC,elfD
emrD	+	3853845.0	3855106.0	emrD
emrE	+	568315.0	568647.0	emrE
emrKY	-	2480638.0	2483448.0	emrY,emrK
emrRAB	+	2810747.0	2814154.0	mprA,emrA,emrB
emtA	+	1243125.0	1243791.0	emtA
endA	+	3090275.0	3091123.0	endA
eno	-	2906643.0	2908846.0	eno
entCEBA-ybdB	+	624831.0	629713.0	entC,entE,entB,entA,entH
entH	+	629292.0	629713.0	entH
entS	+	622253.0	623550.0	entS
envR	-	3412803.0	3413601.0	envR
envY-ompT	-	584680.0	586908.0	ompT,envY
epd-pgk	-	3071431.0	3073823.0	pgk,epd
epd-pgk-fbaA	-	3070165.0	3073823.0	fbaA,pgk,epd
epmA	+	4382618.0	4383620.0	epmA
epmB	-	4374629.0	4375703.0	epmB
eptA	-	4333947.0	4335590.0	eptA
eptB	-	3708784.0	3710581.0	eptB
eptC	-	4148532.0	4150265.0	eptC
erpA	+	176561.0	176954.0	erpA
esrE	+	4019978.0	4020229.0	esrE
essD-ybcS-rzpD	+	576873.0	578568.0	rzpD,rrrD,essD
essQ-ydfR-rrrQ-rzpQ	-	1639030.0	1640585.0	essQ,ydfR,rrrQ,rzpQ,rzoQ
eutBCLKR	-	2554130.0	2558679.0	eutB,eutC,eutL,eutK,eutR
eutHA	-	2565481.0	2568107.0	eutH,eutA
eutNEJG	-	2568324.0	2572050.0	eutN,eutE,eutJ,eutG
eutSPQTDM	-	2572157.0	2575805.0	eutS,eutP,eutQ,eutT,eutD,eutM
evgAS	+	2483631.0	2487967.0	evgS,evgA,evgL
exbBD	-	3150552.0	3152014.0	exbD,exbB
exbD	-	3150552.0	3151390.0	exbD
exoD	-	566098.0	566361.0	exoD
exuR	+	3246618.0	3247428.0	exuR
exuT	+	3245002.0	3246522.0	exuT
fabA	-	1015952.0	1016498.0	fabA
fabB	-	2440283.0	2441641.0	fabB
fabDG-acpP	+	1149728.0	1151851.0	acpP,fabG,fabD
fabF	+	1151939.0	1153180.0	fabF
fabG-acpP	+	1150670.0	1151851.0	acpP,fabG
fabHDG	+	1148516.0	1151404.0	fabH,fabD,fabG
fabI	-	1350251.0	1351121.0	fabI
fabR-yijD	+	4161067.0	4162130.0	yijD,fabR
fabZ	+	202101.0	202556.0	fabZ
fadBA	-	4027609.0	4031013.0	fadA,fadB
fadD-sroD	-	1888017.0	1889807.0	sroD,fadD
fadE	-	240859.0	243406.0	fadE
fadH	+	3231624.0	3233683.0	fadH
fadIJ	-	2457015.0	2460511.0	fadJ,fadI
fadL	+	2461205.0	2462646.0	fadL
fadM	+	464360.0	464800.0	fadM
fadR	+	1234905.0	1235698.0	fadR
fbaB	-	2177512.0	2178667.0	fbaB
fbp	-	4454611.0	4455609.0	fbp
fdhD	+	4086016.0	4086849.0	fdhD
fdhF	-	4297178.0	4299407.0	fdhF
fdnGHI	+	1547372.0	1551991.0	fdnG,fdnH,fdnI
fdoGHI-fdhE	-	4080299.0	4085822.0	fdhE,fdoI,fdoH,fdoG
fdrA-ylbEF-ybcF	+	546506.0	551332.0	ybcF,ylbF,ylbE,fdrA
feaB	+	1447370.0	1449063.0	feaB
feaR	-	1446378.0	1447394.0	feaR
