Name	Direction	TU_start	TU_end	Genes
fkpA_1	-	3476607.0	3477525.0	fkpA
mepK-gloC	+	983023.0	984297.0	gloC,mepK
sbcB	+	2082728.0	2084183.0	sbcB
aroF-tyrA	-	2738912.0	2741201.0	tyrA,aroF
pspBCDE	+	1368771.0	1370003.0	pspE,pspD,pspC,pspB
dacA_1	-	662752.0	663967.0	dacA
dacA_2	-	662752.0	664001.0	dacA
gatR_2	-	2169693.0	2171757.0	gatR
pdeR	-	1344757.0	1346843.0	pdeR
uspA_1	+	3640000.0	3640591.0	uspA
lptAB_1	+	3343326.0	3344669.0	lptB,lptA
fliCX	-	2001912.0	2003676.0	fliX,fliC
araE-ygeA	-	2979943.0	2982208.0	ygeA,araE
nemRA	+	1726021.0	1727756.0	nemA,nemR
pabA	-	3490266.0	3490851.0	pabA
feaR_2	-	1446378.0	1447309.0	feaR
argF	-	289301.0	290340.0	argF
yraL	-	3292475.0	3293335.0	rsmI
valS_1	-	4480932.0	4483919.0	valS
metJ_1	-	4128078.0	4128466.0	metJ
nuoABCEFGHIJKLMN_2	-	2390005.0	2405162.0	nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA
ydjO_1	-	1812329.0	1813255.0	ydjO
ydjO_2	-	1812329.0	1813348.0	ydjO
ydjO_3	-	1812329.0	1813188.0	ydjO
ydjO_4	-	1812329.0	1813348.0	ydjO
ydjO_5	-	1812329.0	1813153.0	ydjO
idnK	+	4494597.0	4495186.0	idnK
prfB-lysS	-	3033657.0	3036282.0	lysS,prfB
mcbA	-	841796.0	842153.0	mcbA
azoR	-	1482255.0	1482904.0	azoR
ghrA_1	+	1097824.0	1098824.0	ghrA
thrS-infC-rpmI-rplT-pheMST-ihfA	-	1795253.0	1802733.0	ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS
mlc-ynfK_1	-	1666524.0	1668591.0	bidA,mlc
gcvB	+	2942696.0	2942901.0	gcvB
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp_1	-	3308999.0	3318375.0	pnp,rpsO,truB,rbfA,infB,nusA,rimP,metY
ybdN	-	635349.0	636686.0	ybdN
dps_1	-	848408.0	848950.0	dps
dicC-ydfXW	-	1647174.0	1647876.0	dicC,ydfX,ydfW
ilvC	+	3957912.0	3959445.0	ilvC
slyB_1	+	1719777.0	1720343.0	slyB
ycgZ_1	+	1215752.0	1216025.0	ycgZ
ycgZ_2	+	1215752.0	1216025.0	ycgZ
araFGH_1	-	1982554.0	1986148.0	araH,araG,araF
napFDAGHBC	-	2297657.0	2303695.0	napC,napB,napH,napG,napA,napD,napF
aroL-yaiA-aroM_1	+	406355.0	408105.0	aroM,yaiA,aroL
cspE_1	+	657147.0	657501.0	cspE
yadGH	+	142779.0	144472.0	yadH,yadG
argX-hisR-leuT-proM	+	3982364.0	3982841.0	argX,hisR,leuT,proM
ygjI_1	+	3226142.0	3227667.0	ygjI
ygjI_2	+	3226070.0	3227667.0	ygjI
clpS	+	922751.0	923233.0	clpS
ybgIJKL-nei_1	+	742798.0	746726.0	pxpA,nei,pxpC,pxpB,ybgI
rrsA-ileT-alaT-rrlA-rrfA_1	+	4035239.0	4040636.0	rrfA,rrlA,alaT,ileT,rrsA
yjbB	+	4227602.0	4229362.0	yjbB
kbp	-	2796337.0	2796814.0	kbp
glsB-yneG	-	1611966.0	1613251.0	glsB,yneG
yiiS-uspD	+	4112869.0	4113721.0	uspD,yiiS
mdtH	-	1124118.0	1125326.0	mdtH
ygbE_1	-	2873014.0	2873392.0	ygbE
gntK	-	3577006.0	3577645.0	gntK
hspQ	-	1028404.0	1028751.0	hspQ
yraQ_1	-	3297098.0	3298207.0	yraQ
yraQ_2	-	3297098.0	3298174.0	yraQ
yciK-btuR	-	1327767.0	1329112.0	yciK,btuR
ybjS_1	-	905740.0	906898.0	ybjS
yohO_1	+	2215586.0	2215764.0	yohO
metNIQ	-	220113.0	222714.0	metQ,metI,metN
nagBACD	-	699574.0	703708.0	umpH,nagC,nagA,nagB
ydjM	+	1810170.0	1810801.0	ydjM
evgAS_1	+	2483641.0	2487967.0	evgS,evgA,evgL
fucAO	-	2931865.0	2933854.0	fucO,fucA
yhjH	-	3678420.0	3679229.0	pdeH
minCDE	-	1224279.0	1226080.0	minE,minD,minC
ydgJ_1	-	1703268.0	1704399.0	ydgJ
yiaF	-	3718334.0	3719097.0	yiaF
alaA-yfbR_1	+	2407414.0	2409461.0	yfbR,alaA
alaA-yfbR_2	+	2407408.0	2409461.0	yfbR,alaA
yiiR	+	4112315.0	4112755.0	yiiR
ldtE	-	1757721.0	1758725.0	ldtE
carB	+	30775.0	34038.0	carB
proL	+	2286207.0	2286331.0	proL
yghX	-	3146856.0	3147691.0	yghX
ynaJ	+	1397365.0	1397622.0	ynaJ
nmpC	-	574529.0	576870.0	nmpC
ydiJ-menI-ydiH	-	1764934.0	1768685.0	ydiJ,menI,ydiH
pspF_1	-	1366818.0	1368040.0	pspF
dsrA	-	2025223.0	2025313.0	dsrA
yfeR_1	-	2525930.0	2527039.0	yfeR
yhjD_1	+	3673330.0	3674375.0	yhjD
ftsAZ	+	103561.0	106456.0	ftsZ,ftsA
osmB_1	-	1343110.0	1343476.0	osmB
ddlA	-	399829.0	400923.0	ddlA
csgC	+	1104931.0	1105293.0	csgC
ydiE_1	+	1789603.0	1789804.0	ydiE
yhcG	+	3367827.0	3368954.0	yhcG
slyA_1	-	1720390.0	1720849.0	slyA
slyA_2	-	1720390.0	1721014.0	slyA
slyA_3	-	1720390.0	1720865.0	slyA
emrE	+	568315.0	568647.0	emrE
yqaE	-	2796870.0	2797085.0	yqaE
ycaI-msbA-lpxK-ycaQ_1	+	964108.0	970621.0	ycaQ,lpxK,msbA,ycaI
ycaI-msbA-lpxK-ycaQ_2	+	964238.0	970621.0	ycaQ,lpxK,msbA,ycaI
ycaI-msbA-lpxK-ycaQ_3	+	964105.0	970621.0	ycaQ,lpxK,msbA,ycaI
pepD_1	-	254259.0	255776.0	pepD
cspG_1	+	1051305.0	1051673.0	cspG
folC-dedD	-	2430850.0	2432942.0	folC,dedD
tolC-ygiBC_1	+	3178004.0	3181581.0	ygiC,ygiB,tolC,ygiA
yafZ	-	267184.0	268026.0	yafZ
gadEF_1	+	3658242.0	3659082.0	gadF,gadE
insN-1p // insO1 // insI1 // insN	+	270226.0	272190.0	insI1,insN
pstS_1	-	3910443.0	3911568.0	pstS
rpsLG-fusA-tufA	-	3470145.0	3474621.0	tufA,fusA,rpsG,rpsL
xdhABC_1	+	3000265.0	3003968.0	xdhC,xdhB,xdhA
ompW	+	1313991.0	1314658.0	ompW
cueR_1	+	513974.0	514400.0	cueR
yggE_1	-	3067340.0	3068185.0	yggE
ypfH	-	2593072.0	2593770.0	ypfH
ytfH_1	+	4434104.0	4434493.0	ytfH
ytfH_2	+	4434082.0	4434493.0	ytfH
yhjC	+	3672136.0	3673313.0	rcdB
dksA-yadB_1	-	159186.0	160722.0	gluQ,dksA
rdlD	+	3700136.0	3700199.0	rdlD
ygeG	+	2991268.0	2991759.0	ygeG
ycfT_1	-	1174092.0	1175329.0	ycfT
ycfT_2	-	1174092.0	1175325.0	ycfT
ycbC	-	972622.0	973401.0	elyC
aroKB-damX-dam-rpe-gph-trpS_1	-	3512634.0	3519380.0	trpS,gph,rpe,dam,damX,aroB,aroK
yeaM	-	1874755.0	1875600.0	nimR
dacC	+	880653.0	881929.0	dacC
yfjD	+	2748774.0	2750060.0	yfjD
yihA_1	-	4050133.0	4050985.0	yihA
ybgA-phr_1	+	738980.0	740925.0	phr,ybgA
dapE-ypfN	+	2591560.0	2592962.0	ypfN,dapE
leuU	-	3322072.0	3322278.0	leuU
hemL_1	-	173602.0	174902.0	hemL
uvrB_1	+	813462.0	815547.0	uvrB
rhsC-ybfB_1	+	729379.0	734102.0	ybfB,rhsC,b0701
ptsHI-crr_1	+	2533498.0	2536380.0	ptsH,ptsI,crr
sgrST-setA_1	+	77367.0	78799.0	sgrT,setA,sgrS
slt	+	4630700.0	4632670.0	slt
serS	+	939365.0	940765.0	serS
arcA_1	-	4639539.0	4640801.0	arcA
yebE	-	1929048.0	1929732.0	yebE
ogrK_1	-	2167302.0	2167548.0	ogrK
ydiY_1	-	1805325.0	1806217.0	ydiY
ydiY_2	-	1805325.0	1806250.0	ydiY
ydiY_3	-	1805325.0	1806170.0	ydiY
epd-pgk-fbaA_1	-	3070165.0	3073823.0	fbaA,pgk,epd
yodB_1	+	2042294.0	2042898.0	yodB
yodB_2	+	2042261.0	2042898.0	yodB
yodB_3	+	2042176.0	2042898.0	yodB
yodB_4	+	2042308.0	2042898.0	yodB
ybjJI	-	885316.0	887339.0	ybjJ,ybjI
yhdT-panF-prmA	+	3407351.0	3410042.0	yhdT,panF,prmA
panZ_1	+	3597828.0	3598367.0	panZ
panZ_2	+	3597958.0	3598367.0	panZ
ybeZY	-	691874.0	693378.0	ybeZ,ybeY
yfcF	-	2419841.0	2420485.0	yfcF
zwf	-	1934839.0	1936376.0	zwf
glsA-ybaT	+	511573.0	513868.0	ybaT,glsA
dkgAp // dkgA	+	3156571.0	3157450.0	dkgA
nupX	-	2252895.0	2254145.0	nupX
ymdF	+	1068081.0	1068254.0	ymdF
ygjH_1	-	3220915.0	3221264.0	ygjH
ygjH_2	-	3220915.0	3221255.0	ygjH
flhDC_1	-	1977200.0	1978395.0	flhC,flhD
ssuEADCB	-	993277.0	997563.0	ssuB,ssuC,ssuD,ssuA,ssuE
cyaA_1	+	3990999.0	3993699.0	cyaA
aldB	-	3754906.0	3756535.0	aldB
insC5CD5D5-yqiHIG	+	3186040.0	3191696.0	yqiI,yqiH,yqiG,insD5,insC5,insCD5
yegX_1	-	2182833.0	2183801.0	yegX
yegX_2	-	2182833.0	2183820.0	yegX
kup_1	+	3931265.0	3933184.0	kup
dksA-yadB_2	-	159186.0	160657.0	gluQ,dksA
ubiX	-	2428030.0	2428656.0	ubiX
glrK	-	2689671.0	2691123.0	glrK
ffs_1	+	476288.0	476561.0	ffs
ffs_2	+	476422.0	476561.0	ffs
ffs_3	+	476399.0	476561.0	ffs
mioC	-	3926012.0	3926475.0	mioC
yjfY_1	-	4424516.0	4424828.0	yjfY
yojI	-	2306972.0	2308641.0	yojI
wecH	+	3725887.0	3726882.0	wecH
ymgA-ariR	+	1216068.0	1216635.0	ariR,ymgA
ymdA	+	1105201.0	1105725.0	ymdA
pyrLBI_1	-	4470986.0	4472553.0	pyrL,pyrI,pyrB
ydhC_1	+	1739878.0	1741122.0	punC
ydhC_2	+	1739849.0	1741122.0	punC
ydhC_3	+	1739855.0	1741122.0	punC
ytjA	+	4612128.0	4612289.0	ytjA
lgt	-	2965066.0	2966121.0	lgt
exuT_1	+	3245002.0	3246522.0	exuT
gntR_1	-	3577622.0	3578880.0	gntR
aaeXAB	-	3386221.0	3389430.0	aaeX,aaeA,aaeB
yjfN	-	4416017.0	4416292.0	yjfN
ybfOC	+	734220.0	736219.0	ybfC,ybfO
yifL-dapF-yigA-xerC-yigB	+	3994492.0	3997899.0	yigB,xerC,yigA,dapF,lptM,yifL
insH-1_1	-	274101.0	275298.0	insH1
abrB	-	746723.0	747769.0	abrB
uvrD_1	+	3997971.0	4000177.0	uvrD
uvrB_2	+	813152.0	815547.0	uvrB
yggM_1	-	3098558.0	3099757.0	yggM
yggM_2	-	3098558.0	3099595.0	yggM
yggM_3	-	3098558.0	3099593.0	yggM
fdrA-ylbEF-ybcF_1	+	546506.0	551332.0	ybcF,ylbF,ylbE,fdrA
dsbC-recJ-prfB	-	3035184.0	3039633.0	prfB,recJ,dsbC
ybhA_1	-	797613.0	798537.0	ybhA
ybhA_2	-	797613.0	798592.0	ybhA
yzcX	+	3993850.0	3994335.0	yzcX
yciCB	-	1312261.0	1313698.0	yciC,yciB
sutR	+	1506150.0	1506708.0	sutR
mnmA	-	1192667.0	1193803.0	mnmA
pntAB	-	1674972.0	1677975.0	pntB,pntA
ygiS_1	-	3166111.0	3167731.0	ygiS
xapR_1	-	2521334.0	2522505.0	xapR
hisBHAFI	+	2093360.0	2097225.0	hisI,hisF,hisA,hisH,hisB
ryfA_1	+	2653699.0	2654158.0	ryfA,timP
eno_1	-	2906643.0	2907968.0	eno
glnS_1	+	705999.0	707978.0	glnS
ytjB-lplA	-	4623101.0	4624799.0	lplA,ytjB
hldE	-	3195320.0	3196753.0	hldE
yqhA_1	-	3148977.0	3149498.0	yqhA
yqhA_2	-	3148977.0	3149575.0	yqhA
artPIQM_1	-	900695.0	903769.0	artM,artQ,artI,artP
appY_1	+	583567.0	584430.0	appY
yfgA	-	2641831.0	2642844.0	rodZ
hdeAB-yhiD_1	-	3655255.0	3656791.0	yhiD,hdeB,hdeA
yghA_1	+	3149483.0	3150546.0	yghA
appY_2	+	583656.0	584430.0	appY
yaiY_1	-	399025.0	399547.0	yaiY
yaiY_2	-	399025.0	399460.0	yaiY
talA-tktB_1	+	2578588.0	2581639.0	tktB,talA
efeOB	+	1082243.0	1084647.0	efeB,efeO
rfaDFCL_1	+	3793865.0	3798207.0	rfaD,waaF,waaC,waaL
clpA_1	+	923080.0	925540.0	clpA
queF	+	2925321.0	2926196.0	queF
rrlA-rrfA	+	4037489.0	4040636.0	rrfA,rrlA
yjjK_1	-	4628855.0	4630566.0	ettA
ytfE	-	4431321.0	4432009.0	ytfE
araBAD	-	65800.0	70075.0	araD,araA,araB
asnA	+	3927129.0	3928147.0	asnA
norR_1	-	2830775.0	2832307.0	norR
dicB-ydfDE-insD-intQ	+	1649597.0	1652708.0	intQ,insD7,ydfE,ydfD,dicB
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC_1	+	90688.0	107474.0	lpxC,ftsZ,ftsA,ftsQ,ddlB,murC,murG,ftsW,murD,mraY,murF,murE,ftsI,ftsL,ftsO
nohA-stfQ-tfaQ	-	1634310.0	1636603.0	tfaQ,stfQ,nohA
oppA	+	1300916.0	1302813.0	oppA
yjeNO	+	4385393.0	4386018.0	yjeO,yjeN
napFDAGHBC-ccmABCDEFGH_1	-	2291358.0	2303577.0	ccmH,ccmG,ccmF,ccmE,ccmD,ccmC,ccmB,ccmA,napC,napB,napH,napG,napA,napD,napF
arcA_2	-	4639539.0	4640512.0	arcA
fabR-yijD	+	4161067.0	4162130.0	yijD,fabR
gapA_2	+	1862240.0	1863766.0	gapA
secG-leuU_1	-	3322035.0	3322590.0	leuU,secG
ecpBCDE_1	-	304495.0	310119.0	ecpB,ecpC,ecpD,ecpE
yjgZ_1	+	4501058.0	4501589.0	yjgZ
deaD_1	-	3305971.0	3307909.0	deaD
rpnA	+	3543167.0	3544045.0	rpnA
yjcO_1	-	4296436.0	4297330.0	yjcO
yjcO_2	-	4296436.0	4297222.0	yjcO
yjcO_3	-	4296436.0	4297134.0	yjcO
yjcO_4	-	4296436.0	4297151.0	yjcO
tyrP_1	+	1989645.0	1990892.0	tyrP
mdtL	+	3891615.0	3892790.0	mdtL
fsr_1	-	503476.0	504852.0	fsr
fsr_2	-	503476.0	504767.0	fsr
fsr_3	-	503476.0	504855.0	fsr
fsr_4	-	503476.0	504847.0	fsr
yabI	+	71271.0	72115.0	yabI
mnmE	+	3886828.0	3888192.0	mnmE
intD_1	-	564815.0	566101.0	intD,xisD
dmsABC_1	+	940878.0	944896.0	dmsC,dmsB,dmsA
dapD	-	185090.0	185977.0	dapD
rseD-rpoE-rseABC_1	-	2707322.0	2710186.0	rseD,rseC,rseB,rseA,rpoE
yahC_1	-	334525.0	335068.0	yahC
ompA_2	-	1019013.0	1020191.0	ompA
yegI_1	-	2149039.0	2151077.0	yegI
yegI_2	-	2149039.0	2151076.0	yegI
yegI_3	-	2149039.0	2150999.0	yegI
ybaL	-	501562.0	503295.0	ybaL
rlhA	+	1506781.0	1508742.0	rlhA
rluB	+	1326852.0	1327727.0	rluB
gpmA_1	-	786843.0	787670.0	gpmA
ydiK	+	1769074.0	1770186.0	ydiK
aidB_1	+	4414247.0	4415900.0	aidB
rcsA	+	2023836.0	2024591.0	rcsA
yhjB_1	-	3671292.0	3672045.0	yhjB
metA_1	+	4214159.0	4215209.0	metA
glpQ	-	2349935.0	2351124.0	glpQ
nudI_1	+	2364525.0	2364979.0	nudI
hisS	-	2639301.0	2640642.0	hisS
glgCAP_1	-	3564082.0	3569571.0	glgP,glgA,glgC
ykgH	-	324696.0	325364.0	ykgH
yeiQ_1	+	2266164.0	2267711.0	yeiQ
yeiQ_2	+	2266214.0	2267711.0	yeiQ
yieP-hsrA	-	3939185.0	3941327.0	yieP,hsrA
leuS-lptE-holA-nadD-cobC	-	669296.0	674783.0	leuS,lptE,holA,nadD,cobC
sdaCB	+	2928229.0	2930943.0	sdaC,sdaB
nfo	+	2250806.0	2251697.0	nfo
ppdAB-ygdB-ppdC-recC	-	2959060.0	2964220.0	ppdA,ppdB,ygdB,ppdC,recC
mazEF	-	2910756.0	2911339.0	mazF,mazE
ybjQ-amiD	+	904517.0	905743.0	amiD,ybjQ
uxaB_1	-	1609229.0	1610737.0	uxaB
uxaB_2	-	1609229.0	1610720.0	uxaB
pheLA	+	2737579.0	2738940.0	pheA,pheL
degS	+	3382173.0	3383316.0	degS
pyrLBI_2	-	4470986.0	4472745.0	pyrL,pyrI,pyrB
alaE	+	2799084.0	2799613.0	alaE
hofQ	-	3519465.0	3520703.0	hofQ
yafNOP	+	251969.0	253161.0	yafP,yafO,yafN
bluF	-	1214264.0	1215506.0	bluF
nhaR	+	18715.0	19620.0	nhaR
gntT_1	+	3546449.0	3547875.0	gntT
syd_1	-	2924735.0	2925369.0	syd
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF_1	-	3423371.0	3429047.0	rrfF,thrV,rrfD,rrlD,alaU,ileU,rrsD
ubiG	+	2339539.0	2340289.0	ubiG
rnpB	-	3269962.0	3270592.0	rnpB
xanP_1	+	3828821.0	3830336.0	xanP
xanP_2	+	3828919.0	3830336.0	xanP
ivbL	-	3852835.0	3853023.0	ivbL
pykA_1	+	1937544.0	1939091.0	pykA
ybdF_1	-	605518.0	606053.0	ybdF
ynjI	-	1843831.0	1844900.0	ynjI
ynfP	-	1652728.0	1652838.0	ynfP
ppnP	+	408148.0	408461.0	ppnP
msyB	-	1113807.0	1114213.0	msyB
asr_1	+	1671327.0	1671720.0	asr
aroP_1	-	120144.0	121671.0	aroP
ygeR_1	-	2999136.0	3000039.0	actS
nohD	+	580834.0	581379.0	nohD
micF_1	+	2313084.0	2313176.0	micF
narP	+	2290422.0	2291147.0	narP
yeeP	+	2070786.0	2071211.0	yeeP
yfjXY-ypjJ-yfjZ-ypjF	+	2775919.0	2777782.0	ypjF,yfjZ,ypjJ,yfjY,yfjX
lacYA	-	361140.0	363209.0	lacA,lacY
bssS_1	-	1120701.0	1121058.0	bssS
hokB	-	1491922.0	1492071.0	hokB
cvpA-purF-ubiX_1	-	2428030.0	2430800.0	ubiX,purF,cvpA
chiA	-	3467160.0	3469896.0	chiA
rpsA-ihfB_1	+	961717.0	964173.0	ihfB,rpsA
emrKY	-	2480638.0	2483448.0	emrY,emrK
mepS_1	+	2269920.0	2270545.0	mepS
yicC	+	3816645.0	3817603.0	yicC
dfp	+	3812703.0	3813951.0	dfp
yceI_1	-	1117901.0	1118641.0	yceI
mlc-ynfK_2	-	1666524.0	1668591.0	bidA,mlc
asd	-	3573775.0	3574878.0	asd
safA-ydeO	-	1582926.0	1584028.0	ydeO,safA
insG_1	-	4502103.0	4503549.0	insG
yphG	-	2679464.0	2682745.0	yphG
mlc	-	1667344.0	1668603.0	mlc
lafU	+	250072.0	250827.0	lafU
yqjG_1	+	3250974.0	3252010.0	yqjG
zinT	+	2041346.0	2042025.0	zinT
sokC	+	16952.0	17010.0	sokC
gpmM-envC-yibQ_1	+	3785187.0	3789060.0	yibQ,envC,gpmM
treR_1	-	4466284.0	4467279.0	treR
pqiABC_1	+	1011659.0	1015459.0	pqiC,pqiB,pqiA
ycgY_1	+	1245083.0	1245600.0	ycgY
ycgY_2	+	1245101.0	1245600.0	ycgY
hmp	+	2685797.0	2687025.0	hmp
bdcA	-	4473340.0	4474064.0	bdcA
pldA	+	4004814.0	4005836.0	pldA
allB_1	+	538944.0	540508.0	allB
yhhQ_1	+	3609119.0	3609882.0	yhhQ
yccE	+	1064006.0	1065292.0	yccE
uspC_1	+	1979658.0	1980181.0	uspC
uspC_2	+	1979668.0	1980181.0	uspC
uspC_3	+	1979591.0	1980181.0	uspC
uspC_4	+	1979586.0	1980181.0	uspC
uspC_5	+	1979619.0	1980181.0	uspC
uspC_6	+	1979598.0	1980181.0	uspC
ybiO_1	-	843255.0	845664.0	ybiO
ybiO_2	-	843255.0	845509.0	ybiO
fadR_1	+	1234916.0	1235698.0	fadR
clpA_2	+	923210.0	925540.0	clpA
glk_1	-	2508424.0	2509447.0	glk
paoABCD	-	297770.0	302573.0	paoA,paoB,paoC,paoD
rsmD-yhhL_1	+	3604297.0	3605248.0	yhhL,rsmD
rsmD-yhhL_2	+	3604297.0	3605248.0	yhhL,rsmD
rsmD-yhhL_3	+	3604352.0	3605248.0	yhhL,rsmD
rsmD-yhhL_4	+	3604315.0	3605248.0	yhhL,rsmD
yihW	+	4074641.0	4075454.0	csqR
ptrA	-	2955996.0	2959011.0	ptrA
ulaG	-	4418561.0	4419675.0	ulaG
insC2D2CD2	-	1467921.0	1469149.0	insC2,insD2,insCD2
yibA	+	3766307.0	3767179.0	yibA
asflhD	+	1978176.0	1978395.0	asflhD
allDC-ylbA	-	543261.0	546411.0	allE,allC,allD
yjgL_1	+	4475401.0	4477251.0	yjgL
ydiL	+	1770615.0	1770971.0	ydiL
tynA	-	1449076.0	1451409.0	tynA
pta	+	2414486.0	2416891.0	pta
yfaE_1	+	2348338.0	2348768.0	yfaE
yfaE_2	+	2348341.0	2348768.0	yfaE
ybaA	+	476672.0	477025.0	ybaA
modEF	-	792316.0	794644.0	modE,modF
ygjR	+	3237282.0	3238297.0	ygjR
ecpA	-	310084.0	310797.0	ecpA
ypjD_1	+	2747846.0	2748753.0	ypjD
ypjD_2	+	2747930.0	2748753.0	ypjD
mhpABCDFE	+	368519.0	374881.0	mhpF,mhpE,mhpD,mhpC,mhpB,mhpA
yidHGF	-	3855114.0	3856307.0	yidH,yidG,yidF
rsmE-gshB_1	+	3091018.0	3092828.0	gshB,rsmE
rsmE-gshB_2	+	3091068.0	3092828.0	gshB,rsmE
pstSCA_1	-	3908495.0	3911568.0	pstA,pstC,pstS
htpG_1	+	495084.0	497029.0	htpG
yaiX	-	380844.0	382872.0	yaiX
yhbQ_1	+	3299939.0	3300268.0	yhbQ
acnA_1	+	1335781.0	1338506.0	acnA
glnAZ_1	-	4055990.0	4058222.0	glnZ,glnA
yihV-csqR	+	4073712.0	4075454.0	csqR,yihV
hupB_1	+	461305.0	461778.0	hupB
metJ_2	-	4128078.0	4128529.0	metJ
sokB	+	1492119.0	1492175.0	sokB
intB	+	4496750.0	4497940.0	intB
rbsDACBKR	+	3933322.0	3939219.0	rbsR,rbsD,rbsA,rbsC,rbsB,rbsK,rbsZ
adhE_2	-	1295446.0	1298309.0	adhE
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF_2	-	3423371.0	3429047.0	rrfF,thrV,rrfD,rrlD,alaU,ileU,rrsD
rcnAB	+	2185827.0	2187298.0	rcnB,rcnA
ampC	-	4377783.0	4379003.0	ampC
ygaZH	+	2809617.0	2810679.0	ygaH,ygaZ
trpR	+	4632704.0	4633144.0	trpR
