Name	Direction	TU_start	TU_end	Genes
argX-hisR-leuT-proM_longest	+	3982364	3982841	argX,hisR,leuT,proM
ariR_longest	+	1216369	1216635	ariR
arnBCADTEF_longest	+	2365910	2373278	arnF,arnE,arnT,arnD,arnA,arnC,arnB
aroD_longest	+	1774571	1775444	aroD
aroF-tyrA_longest	-	2738912	2741201	tyrA,aroF
aroG_longest	+	785591	786821	aroG
aroH_longest	+	1788318	1789510	aroH
aroKB-damX-dam-rpe-gph-trpS_longest	-	3512634	3519380	trpS,gph,rpe,dam,damX,aroB,aroK
aroL-yaiA-aroM_longest	+	406280	408105	aroL,yaiA,aroM
aroM_longest	+	407400	408105	aroM
aroP_longest	-	120144	121671	aroP
arpA_added_promoter_longest	-	4220301	4222691.0	arpA
arpB_longest	+	1803094	1804993	arpB
arrS_longest	-	3657985	3658054	arrS
arsRBC_longest	+	3648512	3650662	arsR,arsB,arsC
artJ_longest	-	899648	900626	artJ
artPIQM_longest	-	900695	903843	artM,artQ,artI,artP
ascB_longest	+	2840942	2842414	ascB
ascFB_longest	+	2839429	2842414	ascF,ascB
ascG_added_promoter_longest	-	2838254	2839287.0	ascG
asd_longest	-	3573775	3574878	asd
asflhD_longest	+	1978176	1978395	asflhD
aslA_longest	-	3984352	3986007	aslA
aslB_longest	+	3982781	3984193	aslB
asmA_longest	-	2139759	2141612	asmA
asnA_longest	+	3927129	3928147	asnA
asnB_longest	-	697513	699222	asnB
asnC_longest	-	3926545	3927031	asnC
asnC-mioC_longest	-	3926012	3927031	mioC,asnC
asnC-mioC-mnmG_longest	-	3923705	3927031	mnmG,mioC,asnC
asnS_longest	-	987392	989044	asnS
asnT_longest	+	2044541	2044750	asnT
asnU_longest	+	2059845	2059966	asnU
asnV_longest	+	2062252	2062335	asnV
asnW_longest	-	2057926	2058102	asnW
aspA_longest	-	4366844	4368432	aspA
aspA-dcuA_longest	-	4365472	4368432	dcuA,aspA
aspC_longest	-	984519	985743	aspC
aspS_longest	-	1948662	1950701	aspS
aspT_added_promoter_longest	+	3946780.0	3946948	aspT
aspU_longest	+	228898	229052	aspU
aspV_longest	+	236913	237067	aspV
aspX_longest	-	4366839	4366951	aspX
asr_longest	+	1671327	1671720	asr
astCADBE_longest	-	1825955	1832044	astE,astB,astD,astA,astC
atoDAEB_longest	+	2323412	2327293	atoB,atoD,atoA,atoE
atoSC_longest	+	2320043	2323251	atoC,atoS
atpBEFHAGDC_longest	-	3915508	3922270	atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB
atpIBEFHAGDC_longest	-	3915508	3922525	atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB,atpI
avtA_longest	+	3739674	3740958	avtA
azoR_longest	-	1482255	1482904	azoR
azuCR_longest	-	1987843	1988001	azuR,azuC
bacA_longest	-	3203310	3204175	bacA
baeSR_longest	+	2162876	2164998	baeS,baeR
bamA_longest	+	197821	200360	bamA
bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE_longest	+	197026	208608	dnaE,rnhB,lpxB,lpxA,fabZ,lpxD,skp,bamA
bamB-der_longest	-	2635884	2638975	der,bamB
bamC_longest	-	2597803	2599014	bamC
bamD_longest	+	2735961	2736883	bamD
bamE_longest	+	2753486	2753946	bamE
barA_longest	+	2915057	2917813	barA
basRS_longest	-	4332181	4333950	basS,basR
bax_added_promoter_longest	-	3736353	3737221.0	bax
bcp_longest	+	2600437	2600948	bcp
bcr_longest	-	2278570	2279760	bcr
bcsABZC_longest	-	3685700	3695236	bcsC,bcsZ,bcsB,bcsA
bcsBZ_longest	-	3689155	3692673	bcsZ,bcsB
bcsEFG_longest	+	3696443	3699893	bcsG,bcsF,bcsE
bcsQ_longest	-	3695233	3695985	bcsQ
bdcA_longest	-	4473340	4474064	bdcA
bdcR_added_promoter_longest	+	4474096.0	4474717	bdcR
bdm-sra_longest	-	1555826	1556340	sra,bdm
bepA-yfgD_longest	+	2616026	2617937	yfgD,bepA
betIBA_longest	-	325577	329361	betA,betB,betI
betT_longest	+	329421	331496	betT
bfd-bfr_longest	-	3466249	3466991	bfd,bfr
bglA_longest	+	3043662	3045101	bglA
bglG_longest	-	3905636	3906717	bglG
bglGFB_longest	-	3902249	3906697	bglB,bglF,bglG
bglH-yieLK_longest	-	3898671	3902220	bglH,yieL,yieK
bglX_longest	-	2219660	2222120	bglX
bhsA_longest	+	1169019	1169330	bhsA
bioA_longest	-	807968	809292	bioA
bioBFCD_longest	+	809302	812947	bioB,bioF,bioC,bioD
bioH_longest	-	3544074	3544858	bioH
bioP_longest	+	4011076	4011975	bioP
bipA_longest	+	4058407	4060230	bipA
bisC_added_promoter_longest	-	3714061	3716484.0	bisC
blc_longest	-	4377189	4377745	blc
blr_longest	+	1704512	1704676	blr
bluF_longest	-	1214264	1215506	bluF
bluR_longest	-	1213328	1214113	bluR
bolA_longest	+	454349	454865	bolA
borD_longest	-	578600	578921	borD
brnQ-proY_longest	+	419488	422359	proY,brnQ
bsmA_longest	-	4416441	4416869	bsmA
bssR_added_promoter_longest	+	878246.0	878631	bssR
bssS_longest	-	1120701	1121058	bssS
btsSR_longest	-	2212243	2214644	btsS,btsR
btsT_longest	-	4589129	4591367	btsT
btuB-murI_longest	+	4163399	4166285	murI,btuB
btuCED_longest	-	1792809	1795152	btuD,btuE,btuC
btuD_longest	-	1792809	1793583	btuD
btuE_longest	-	1793558	1794129	btuE
cadA_longest	-	4356470	4358647	cadA
cadBA_longest	-	4356470	4360106	cadA,cadB
cadC_longest	-	4360396	4361963	cadC
caiCDE_longest	-	34781	37854	caiE,caiD,caiC
caiF_longest	+	34218	34695	caiF
caiTABCDE_longest	-	34781	42037	caiE,caiD,caiC,caiB,caiA,caiT
can_longest	-	142008	142703	can
carAB_longest	+	29551	34120	carA,carB
carB_longest	+	30775	34038	carB
cas3_longest	-	2884553	2887249	cas3
casABCDE12_longest	-	2878569	2884319	casA,casB,casC,casD,casE,cas1,cas2
casDE-ygbTF_longest	-	2878569	2881078	cas2,cas1,casE,casD
cbl_longest	-	2059964	2060941	cbl
cbpA-cbpM_longest	-	1062550	1064037	cbpM,cbpA
cbpAM_longest	-	1062550	1063833	cbpM,cbpA
cbrA_added_promoter_longest	+	3869314.0	3870441	cbrA
cbrBC_longest	+	3897506	3898609	cbrC,cbrB
cbrB_added_promoter_longest	+	3897479.0	3897973	cbrB
cbrC_longest	+	3898022	3898609	cbrC
ccmABCDEFGH_longest	-	2291358	2297674	ccmH,ccmG,ccmF,ccmE,ccmD,ccmC,ccmB,ccmA
cdaR_longest	+	182447	183620	cdaR
cdd_longest	+	2231819	2232728	cdd
cdgI_longest	+	1870385	1871860	cdgI
cdh_longest	+	4109907	4110730	cdh
cdsA_added_promoter_longest	+	195555.0	196534	cdsA
cecR-ybhGFSR_longest	-	825002	830669	cecR,ybhG,ybhF,ybhS,ybhR
cedA_longest	-	1813421	1813742	cedA
cfa_longest	+	1741201	1742561	cfa
chaA_longest	-	1270749	1271849	chaA
chaBC_longest	+	1272119	1273202	chaB,chaC
chaC_longest	+	1272422	1273202	chaC
chbBCARFG_longest	-	1816386	1821726	chbG,chbF,chbR,chbA,chbC,chbB
chiA_longest	-	3467160	3469896	chiA
chiQ_longest	+	709790	710116	chiQ
chiX_longest	+	507204	507287	chiX
chiZPQ_longest	+	708236	710116	chiZ,chiQ,chiP
cho_longest	+	1823492	1824402	cho
chpSB_longest	+	4448402	4449042	chpS,chpB
cirA_longest	-	2244778	2246942	cirA
citCDEFXG_longest	-	646631	652039	citG,citX,citF,citE,citD,citC
citR-ybdNM_longest	-	634747	637618	ybdM,ybdN,citR
citT_added_promoter_longest	-	645117	646632.0	citT
clcA_added_promoter_longest	+	175052.0	176528	clcA
clcB_longest	+	1665315	1666571	clcB
clpA_longest	+	923080	925540	clpA
clpB_longest	-	2731557	2734205	clpB
clpPX_longest	+	456577	458755	clpP,clpX
clpS_longest	+	922751	923233	clpS
clpX-lon_longest	+	457202	461242	lon,clpX
clsA-yciU_longest	-	1306821	1308673	yciU,clsA
clsC_longest	+	1106292	1107776	clsC
cmk-rpsA_longest	+	961165	963716	rpsA,cmk
cmr_longest	+	883569	884938	mdfA
cmtBA-yggPF-fumE-yggC_longest	-	3073976	3079330	cmtB,cmtA,yggP,yggF,fumE,yggC
cnu_added_promoter_longest	+	1704761.0	1705164	cnu
coaA_longest	-	4174076	4175107	coaA
coaE-zapD-yacG_longest	-	111649	113219	coaE,zapD,yacG
cobUST_longest	-	2063388	2065972	cobT,cobS,cobU
codBA_longest	+	354884	357454	codB,codA
cof_longest	+	467412	468230	cof
comR_longest	-	1168200	1168844	comR
copA_longest	-	508875	511411	copA
corA_longest	+	4001194	4002376	corA
cpdB_longest	-	4434622	4436629	cpdB
cpxPQ_longest	+	4105785	4106387	cpxQ,cpxP
cpxRA_longest	-	4103602	4105686	cpxA,cpxR
cra_longest	+	87947	89032	cra
crcB_added_promoter_longest	-	657555	657998.0	crcB
creABC_longest	+	4635243	4638120	creC,creB,creA
creABCD_longest	+	4635477	4639572	creA,creB,creC,creD
creD_longest	+	4638160	4639572	creD
crp_longest	+	3485953	3486792	crp
crr_longest	+	2535480	2536380	crr
csdAE_longest	+	2943337	2944985	csdE,csdA
csgA_longest	+	1104236	1104902	csgA
csgBAC_longest	+	1103859	1105293	csgC,csgB,csgA
csgC_longest	+	1104931	1105293	csgC
csgDEFG_longest	-	1100851	1103344	csgG,csgF,csgE,csgD
csiD-ygaF-gabDTP_longest	+	2788927	2795653	gabP,gabT,gabD,lhgD,glaH
csiE_longest	+	2665401	2666715	csiE
cspA_longest	+	3719889	3720313	cspA
cspB_longest	-	1641339	1641715	cspB
cspD_longest	-	922366	922676	cspD
cspE_longest	+	657147	657501	cspE
cspF_added_promoter_longest	+	1641765.0	1642067	cspF
cspG_added_promoter_longest	+	1051305.0	1051673	cspG
cspH_added_promoter_longest	-	1050963	1051307.0	cspH
cspI_longest	-	1638455	1638812	cspI
csrA_longest	-	2818961	2819373	csrA
csrAp3 // csrA_longest	-	2818961	2819273	csrA
csrB_longest	-	2924156	2924524	csrB
csrC_longest	+	4051036	4051281	csrC
csrD_added_promoter_longest	-	3401392	3403425.0	csrD
cstA_longest	+	629855	632091	cstA
cueO_longest	+	137045	138633	cueO
cueR_added_promoter_longest	+	513974.0	514400	cueR
curA_longest	+	1519027	1520064	curA
cusCFBA_longest	+	595573	601857	cusA,cusB,cusF,cusC
cusRS_longest	-	593328	595462	cusS,cusR
cutA_longest	-	4365018	4365392	cutA
cvpA-purF-ubiX_longest	-	2428030	2430800	ubiX,purF,cvpA
cvrA_added_promoter_longest	-	1240335	1242164.0	cvrA
cyaA_longest	+	3990774	3993699	cyaA
cyaR_longest	+	2167114	2167200	cyaR
cyaY_added_promoter_longest	-	3993739	3994083.0	cyaY
cybB_added_promoter_longest	+	1490766.0	1491432	cybB
cybC_longest	+	4459488	4459855	cybC
cycA_longest	+	4429780	4431276	cycA
cydAB_longest	+	771170	774181	cydA,cydB
cydDC_longest	-	927474	931031	cydC,cydD
cynR_longest	-	357791	358709	cynR
cynTS_longest	+	358773	360278	cynS,cynT
cynTSX_longest	+	358773	361236	cynT,cynS,cynX
cyoABCDE_longest	-	446815	451653	cyoE,cyoD,cyoC,cyoB,cyoA
cysB_longest	+	1333788	1334874	cysB
cysDNC_longest	-	2873234	2876368	cysC,cysN,cysD
cysE_longest	-	3781741	3782681	cysE
cysG_longest	+	3497754	3499201	cysG
cysH_longest	-	2887578	2888342	cysH
cysJIH_longest	-	2887578	2891964	cysH,cysI,cysJ
cysK_longest	+	2532344	2533424	cysK
cysPUWAM_longest	-	2538672	2543557	cysM,cysA,cysW,cysU,cysP
cysQ_longest	+	4436755	4437495	cysQ
cysS_longest	+	554577	555996	cysS
cysZ_added_promoter_longest	+	2531383.0	2532224	cysZ
cytR_longest	-	4123431	4124509	cytR
cyuPA_longest	-	3255341	3258010	cyuP,cyuA
dacA_added_promoter_longest	-	662752	664001.0	dacA
dacB_added_promoter_longest	+	3328857.0	3330396	dacB
dacC_longest	+	880653	881929	dacC
dacD_longest	-	2081341	2082547	dacD
dadAX_longest	+	1237509	1239949	dadX,dadA
dam-rpe-gph-trpS_longest	-	3512634	3516252	trpS,gph,rpe,dam
damX-dam-rpe-gph-trpS_longest	-	3512634	3517600	trpS,gph,rpe,dam,damX
dapA-nlpB_longest	-	2597803	2599784	bamC,dapA
dapB_longest	+	28288	29272	dapB
dapD_longest	-	185090	185977	dapD
dapE-ypfN_longest	+	2591560	2592962	ypfN,dapE
dauA_longest	-	1259124	1260803	dauA
dcd_longest	-	2141634	2142245	dcd
dcm-vsr_longest	-	2030448	2032317	vsr,dcm
dcp_added_promoter_longest	-	1625335	1627422.0	dcp
dcrB_added_promoter_longest	+	3609767.0	3610512	dcrB
dctA_longest	-	3682161	3683498	dctA
dcuA_longest	-	4365472	4366843	dcuA
dcuB-fumB_longest	-	4345631	4349091	fumB,dcuB
dcuC_longest	-	654583	656083	dcuC
dcuD_longest	+	3374583	3376236	dcuD
dcuR_longest	-	4349315	4350565	dcuR
dcuSR_longest	-	4349315	4351685	dcuR,dcuS
dcyD-tcyLN_longest	-	1997062	1999508	dcyD,tcyL,tcyN
ddlA_longest	-	399829	400923	ddlA
ddpXABCDF_longest	-	1557112	1563249	ddpF,ddpD,ddpC,ddpB,ddpA,ddpX
deaD_added_promoter_longest	-	3305971	3307909.0	deaD
decR_longest	+	468352	468841	decR
def-fmt_longest	+	3433650	3435161	def,fmt
degP_longest	+	180845	182308	degP
degQ_longest	+	3380698	3382178	degQ
degQS_longest	+	3380654	3383267	degS,degQ
degS_longest	+	3382173	3383316	degS
deoABD_longest	+	4618199	4621602	deoD,deoB,deoA
deoBD_longest	+	4619567	4621659	deoD,deoB
deoCABD_longest	+	4616679	4621659	deoC,deoA,deoB,deoD
deoR_longest	-	881976	882764	deoR
dfp_longest	+	3812703	3813951	dfp
dgcF_longest	-	1610907	1611854	dgcF
dgcJ_longest	+	1872041	1873531	dgcJ
dgcQ_longest	-	2026323	2028017	dgcQ
dgcZ_longest	-	1622960	1623879	dgcZ
dgkA_longest	+	4256457	4257005	dgkA
dgoRKADT_longest	-	3870438	3875185	dgoR,dgoK,dgoA,dgoD,dgoT
dgt_longest	+	179196	180754	dgt
dhaKLM_longest	-	1247696	1250944	dhaM,dhaL,dhaK
dhaM_longest	-	1247696	1249144	dhaM
dhaR_longest	+	1251003	1252985	dhaR
diaA_longest	+	3295809	3296399	diaA
dicA_longest	+	1647934	1648341	dicA
dicB-ydfDE-insD-intQ_longest	+	1649597	1652708	intQ,insD7,ydfE,ydfD,dicB
dicC-ydfXW_longest	-	1647174	1647876	dicC,ydfX,ydfW
dicF_longest	+	1649382	1649434	dicF
digH_longest	-	1567504	1568823	digH
dinB-yafNOP_longest	+	250880	253161	yafP,yafO,yafN,dinB
dinD_longest	+	3817699	3818584	dinD
dinG-ybiB_longest	+	833073	836210	ybiB,dinG
dinI_longest	-	1121242	1121509	dinI
dinJ-yafQ_longest	-	245961	246615	dinJ,yafQ
dinQ_longest	-	3647652	3647982	dinQ
djlA_added_promoter_longest	+	57268.0	58179	djlA
dkgAp // dkgA_longest	+	3156571	3157450	dkgA
dkgB_longest	+	229098	229970	dkgB
dksA-gluQ_longest	-	159186	160751	gluQ,dksA
dksA-yadB_longest	-	159186	160722	gluQ,dksA
dld_added_promoter_longest	+	2222082.0	2223987	dld
dmlA_added_promoter_longest	+	1881712.0	1882997	dmlA
dmlR_added_promoter_longest	-	1880886	1881855.0	dmlR
dmsABC_longest	+	940823	944896	dmsA,dmsB,dmsC
dmsC_longest	+	943957	944896	dmsC
dnaAN-recF_longest	-	3880148	3883961	recF,dnaN,dnaA
dnaB_longest	+	4264283	4265729	dnaB
dnaKJ_longest	+	12048	15298	tpke11,dnaK,dnaJ
dnaN-recF_longest	-	3880148	3882733	recF,dnaN
dnaQ_longest	+	235934	236798	dnaQ
dnaQ_added_promoter_longest	+	235934.0	236798	dnaQ
dnaTC_longest	-	4600139	4601615	dnaC,dnaT
dnaTC-yjjA_longest	-	4599620	4601615	yjjA,dnaC,dnaT
dnaX_longest	+	492056	494023	dnaX
dolP_longest	+	3296072	3296984	dolP
dosCP_longest	-	1563276	1567140	dosP,dosC
dpiBA_longest	+	651984	654542	dpiA,dpiB
dppABCDF_longest	-	3701864	3707870	dppF,dppD,dppC,dppB,dppA
dppBCDF_longest	-	3701864	3705790	dppF,dppD,dppC,dppB
dps_longest	-	848408	848950	dps
dsbA_longest	+	4043377	4044044	dsbA
dsbB_added_promoter_longest	-	1232500	1233147.0	dsbB
dsbC_longest	-	3038112	3038834	dsbC
dsbC-recJ-prfB_longest	-	3035184	3039633	prfB,recJ,dsbC
dsbD-yjdC_longest	-	4362733	4365042	dsbD,dicD
dsbGp // dsbG_longest	-	637827	638800	dsbG
dsdA_longest	+	2479121	2480530	dsdA
dsdC_longest	-	2476694	2477746	dsdC
dsdXA_longest	+	2477821	2480530	dsdX,dsdA
dsrA_longest	-	2025223	2025313	dsrA
dsrB_added_promoter_longest	-	2024635	2024843.0	dsrB
dtpB_longest	+	3640862	3642331	dtpB
dtpC_longest	-	4354954	4356411	dtpC
dtpD_added_promoter_longest	-	741075	742623.0	dtpD
dusA_added_promoter_longest	+	4261600.0	4262706	dusA
dusB-fis_longest	+	3410246	3411626	dusB,fis
dusC_longest	-	2229438	2230395	dusC
dut-slmA_longest	+	3813852	3815090	slmA,dut
dxr-uppS-cdsA_added_promoter_longest	+	193338.0	196534	cdsA,ispU,dxr
eaeH-insE1EF1F1_longest	+	314357	316453	insF1,insE1,insEF1,eaeH
eamA_longest	-	1620238	1621137	eamA
ebgAC_longest	+	3222551	3226171	ebgA,ebgC
ebgR_longest	+	3221437	3222449	ebgR
ecnAB_longest	+	4376317	4376699	ecnB,ecnA
ecnB_longest	+	4376509	4376731	ecnB
eco_added_promoter_longest	+	2303797.0	2304393	eco
ecpA_longest	-	310084	310797	ecpA
ecpBCDE_longest	-	304495	310119	ecpB,ecpC,ecpD,ecpE
ecpR_longest	-	310746	311393	matA
eda_longest	-	1932085	1933109	eda
edd-eda_longest	-	1932085	1934713	eda,edd
efeOB_longest	+	1082243	1084647	efeB,efeO
efeU_longest	+	1081307	1082185	efeU
efp_longest	+	4375567	4376265	efp
elaA_added_promoter_longest	-	2381082	2381686.0	elaA
elaB_longest	-	2380722	2381053	elaB
elaD_added_promoter_longest	+	2382654.0	2383924	elaD
elbB-mtgA_longest	-	3349081	3350459	elbB,mtgA
elfA_added_promoter_longest	+	997814.0	998407	elfA
elfDCG-ycbUVF_longest	+	998490	1004657	ycbF,ycbV,ycbU,elfG,elfC,elfD
emrD_longest	+	3853845	3855106	emrD
emrE_longest	+	568315	568647	emrE
emrKY_longest	-	2480638	2483448	emrY,emrK
emrRAB_longest	+	2810747	2814154	mprA,emrA,emrB
emtA_added_promoter_longest	+	1243125.0	1243791	emtA
endA_longest	+	3090275	3091123	endA
eno_longest	-	2906643	2908846	eno
entCEBA-ybdB_longest	+	624831	629713	entC,entE,entB,entA,entH
entH_longest	+	629292	629713	entH
entS_longest	+	622253	623550	entS
envR_added_promoter_longest	-	3412803	3413601.0	envR
envY-ompT_longest	-	584680	586908	ompT,envY
epd-pgk_longest	-	3071431	3073823	pgk,epd
epd-pgk-fbaA_longest	-	3070165	3073823	fbaA,pgk,epd
epmA_longest	+	4382618	4383620	epmA
epmB_added_promoter_longest	-	4374629	4375703.0	epmB
eptA_longest	-	4333947	4335590	eptA
eptB_longest	-	3708784	3710581	eptB
eptC_longest	-	4148532	4150265	eptC
erpA_longest	+	176561	176954	erpA
esrE_longest	+	4019978	4020229	esrE
essD-ybcS-rzpD_longest	+	576873	578568	rzpD,rrrD,essD
essQ-ydfR-rrrQ-rzpQ_longest	-	1639030	1640585	essQ,ydfR,rrrQ,rzpQ
eutBCLKR_longest	-	2554130	2558679	eutB,eutC,eutL,eutK,eutR
eutHA_longest	-	2565481	2568107	eutH,eutA
eutNEJG_longest	-	2568324	2572050	eutN,eutE,eutJ,eutG
eutSPQTDM_longest	-	2572157	2575805	eutS,eutP,eutQ,eutT,eutD,eutM
evgAS_longest	+	2483631	2487967	evgS,evgA
exbBD_longest	-	3150552	3152014	exbD,exbB
exbD_longest	-	3150552	3151390	exbD
exoD_longest	-	566098	566361	exoD
exuR_longest	+	3246618	3247428	exuR
exuT_longest	+	3245002	3246522	exuT
fabA_longest	-	1015952	1016498	fabA
fabB_longest	-	2440283	2441641	fabB
fabDG-acpP_longest	+	1149728	1151851	acpP,fabG,fabD
fabF_longest	+	1151939	1153180	fabF
fabG-acpP_longest	+	1150670	1151851	acpP,fabG
fabHDG_longest	+	1148516	1151404	fabH,fabD,fabG
fabI_longest	-	1350251	1351121	fabI
fabR-yijD_longest	+	4161067	4162130	yijD,fabR
fabZ_longest	+	202101	202556	fabZ
fadBA_longest	-	4027609	4031013	fadA,fadB
fadD-sroD_longest	-	1888017	1889807	sroD,fadD
fadE_longest	-	240859	243406	fadE
fadH_longest	+	3231624	3233683	fadH
fadIJ_longest	-	2457015	2460511	fadJ,fadI
fadL_longest	+	2461205	2462646	fadL
fadM_longest	+	464360	464800	fadM
fadR_longest	+	1234905	1235698	fadR
fbaB_longest	-	2177512	2178667	fbaB
fbp_longest	-	4454611	4455609	fbp
fdhD_longest	+	4086016	4086849	fdhD
fdhF_longest	-	4297178	4299407	fdhF
fdnGHI_longest	+	1547372	1551991	fdnG,fdnH,fdnI
fdoGHI-fdhE_longest	-	4080299	4085822	fdhE,fdoI,fdoH,fdoG
fdrA-ylbEF-ybcF_added_promoter_longest	+	546506.0	551332	ybcF,ylbF,ylbE,fdrA
feaB_longest	+	1447370	1449063	feaB
feaR_longest	-	1446378	1447394	feaR
fecABCDE_longest	-	4510690	4516727	fecE,fecD,fecC,fecB,fecA
fecIR_longest	-	4516764	4518282	fecR,fecI
feoABC_longest	+	3540057	3542964	feoC,feoA,feoB
fepA-entD_longest	-	609459	612667	entD,fepA
